,Kilométrage,Année-Modèle,Marque,Modèle,Nombre de portes,Origine,Première main,carburant,puiFiscale,boiteVitesse,price
256,25 000 - 29 999,2018,Dacia,Sandero,5,WW au Maroc,,Diesel,6 CV,Manuelle,120000.0
257,10 000 - 14 999,2019,Audi,A6,,,,Electrique,10 CV,--,
258,170 000 - 179 999,2006,BMW,Serie 3,5,Importée neuve,,Essence,11 CV,Manuelle,72000.0
259,100 000 - 109 999,2015,Volkswagen,Tiguan,,Dédouanée,,Diesel,--,Manuelle,233000.0
260,170 000 - 179 999,2005,Citroen,C3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,49000.0
261,200 000 - 249 999,1998,Seat,Toledo,5,WW au Maroc,Non,Essence,8 CV,Manuelle,41000.0
262,70 000 - 74 999,2018,Renault,Kangoo,,,,Diesel,6 CV,--,105000.0
263,80 000 - 84 999,2019,Peugeot,208,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,110000.0
264,190 000 - 199 999,2010,Audi,A3,5,Dédouanée,,Diesel,8 CV,Automatique,
265,250 000 - 299 999,2000,Mercedes-Benz,250,5,Pas encore dédouanée,Non,Diesel,10 CV,Manuelle,75000.0
266,200 000 - 249 999,2004,Renault,Megane,,,,Essence,6 CV,--,42000.0
267,60 000 - 64 999,2019,Renault,Kangoo,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,124000.0
268,120 000 - 129 999,2013,Fiat,Doblo,,,,Diesel,5 CV,--,75000.0
269,150 000 - 159 999,2014,Toyota,Land Cruiser,5,Importée neuve,,Diesel,19 CV,Automatique,550000.0
270,190 000 - 199 999,2004,Peugeot,206,,WW au Maroc,,Diesel,6 CV,Manuelle,52000.0
271,180 000 - 189 999,2019,Volkswagen,Tiguan,,,,Diesel,8 CV,--,200000.0
272,110 000 - 119 999,2019,Citroen,C3,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,130000.0
273,70 000 - 74 999,2018,Ford,Fiesta,5,,Non,Diesel,6 CV,Manuelle,128000.0
274,100 000 - 109 999,2013,Fiat,500,3,WW au Maroc,Oui,Diesel,5 CV,Manuelle,80000.0
275,180 000 - 189 999,2009,Renault,Megane,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,72000.0
276,150 000 - 159 999,2013,Mercedes-Benz,220,5,WW au Maroc,Non,Diesel,9 CV,Automatique,
277,150 000 - 159 999,2010,Hyundai,Accent,5,WW au Maroc,Non,Essence,8 CV,Manuelle,55000.0
278,200 000 - 249 999,2003,Volkswagen,Polo,5,,,Essence,8 CV,Manuelle,42000.0
279,0 - 4 999,2004,Peugeot,206,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,45000.0
280,30 000 - 34 999,2005,Citroen,C15,,,,Diesel,7 CV,Manuelle,45000.0
281,150 000 - 159 999,2000,Renault,Laguna,5,WW au Maroc,Non,Essence,10 CV,Manuelle,45000.0
282,10 000 - 14 999,2011,Chery,QQ,5,WW au Maroc,Non,Essence,4 CV,Manuelle,29000.0
283,180 000 - 189 999,2007,Volkswagen,Passat,5,WW au Maroc,,Diesel,8 CV,Manuelle,110000.0
284,90 000 - 94 999,2016,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,278000.0
285,95 000 - 99 999,2018,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,330000.0
286,85 000 - 89 999,2008,Chery,QQ,5,WW au Maroc,Non,Essence,6 CV,Manuelle,35000.0
287,160 000 - 169 999,2013,Peugeot,206+,5,,,Essence,6 CV,Manuelle,59000.0
288,190 000 - 199 999,2004,Mitsubishi,pajero,5,WW au Maroc,Non,Diesel,12 CV,Manuelle,55000.0
289,180 000 - 189 999,2005,Renault,Clio,5,WW au Maroc,Non,Essence,8 CV,Manuelle,46000.0
290,250 000 - 299 999,2013,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,Diesel,9 CV,Automatique,
291,75 000 - 79 999,2010,Dacia,Logan,5,WW au Maroc,Non,Essence,7 CV,Manuelle,
292,300 000 - 349 999,2012,Fiat,GRANDE PUNTO,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,72500.0
293,200 000 - 249 999,2004,Honda,Accord,5,WW au Maroc,Non,Essence,13 CV,Automatique,50000.0
294,120 000 - 129 999,2015,Toyota,Corolla,5,WW au Maroc,Non,Diesel,5 CV,Manuelle,132000.0
295,170 000 - 179 999,2003,Citroen,XSARA,,,,Diesel,6 CV,--,
296,180 000 - 189 999,1988,Renault,R21,5,Dédouanée,Non,Diesel,7 CV,Manuelle,30000.0
297,250 000 - 299 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
298,110 000 - 119 999,2012,Ford,Focus,,,,Diesel,6 CV,--,
299,250 000 - 299 999,2010,Toyota,VERSO,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,87000.0
300,120 000 - 129 999,2016,Renault,Kadjar,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,165000.0
301,90 000 - 94 999,2015,Toyota,Corolla,,,,Diesel,--,--,
302,160 000 - 169 999,2011,BMW,Serie 5,5,WW au Maroc,,Diesel,8 CV,Automatique,163000.0
303,140 000 - 149 999,2016,Renault,Kangoo,5,,Oui,Diesel,6 CV,Manuelle,113000.0
304,35 000 - 39 999,2000,Mercedes-Benz,220,5,Dédouanée,Non,Diesel,9 CV,Manuelle,
305,100 000 - 109 999,2015,Hyundai,ix 35,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,163000.0
306,140 000 - 149 999,2009,Kia,Proceed,3,WW au Maroc,Non,Diesel,8 CV,Manuelle,73000.0
307,200 000 - 249 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
308,160 000 - 169 999,2014,Fiat,Panda,5,,,Essence,6 CV,Manuelle,60000.0
309,75 000 - 79 999,2018,Dacia,Duster,,WW au Maroc,Oui,Diesel,--,Manuelle,
310,85 000 - 89 999,2006,Chevrolet,Spark,5,WW au Maroc,Non,Essence,5 CV,Manuelle,35000.0
311,250 000 - 299 999,1991,Volkswagen,GOLF 2,,Dédouanée,,Diesel,6 CV,Manuelle,38000.0
312,100 000 - 109 999,2018,Hyundai,Tucson,,WW au Maroc,Oui,Diesel,--,Automatique,
313,85 000 - 89 999,2018,Renault,Clio,,,,Diesel,6 CV,--,113000.0
314,170 000 - 179 999,2008,Ford,Fiesta,5,,,Diesel,6 CV,Manuelle,66000.0
315,200 000 - 249 999,2004,Honda,Accord,5,WW au Maroc,Non,Essence,13 CV,Automatique,50000.0
316,120 000 - 129 999,2015,Toyota,Corolla,5,WW au Maroc,Non,Diesel,5 CV,Manuelle,132000.0
317,170 000 - 179 999,2003,Citroen,XSARA,,,,Diesel,6 CV,--,
318,180 000 - 189 999,1988,Renault,R21,5,Dédouanée,Non,Diesel,7 CV,Manuelle,30000.0
319,250 000 - 299 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
320,110 000 - 119 999,2012,Ford,Focus,,,,Diesel,6 CV,--,
321,250 000 - 299 999,2010,Toyota,VERSO,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,87000.0
322,120 000 - 129 999,2016,Renault,Kadjar,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,165000.0
323,90 000 - 94 999,2015,Toyota,Corolla,,,,Diesel,--,--,
324,160 000 - 169 999,2011,BMW,Serie 5,5,WW au Maroc,,Diesel,8 CV,Automatique,163000.0
325,140 000 - 149 999,2016,Renault,Kangoo,5,,Oui,Diesel,6 CV,Manuelle,113000.0
326,35 000 - 39 999,2000,Mercedes-Benz,220,5,Dédouanée,Non,Diesel,9 CV,Manuelle,
327,100 000 - 109 999,2015,Hyundai,ix 35,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,163000.0
328,140 000 - 149 999,2009,Kia,Proceed,3,WW au Maroc,Non,Diesel,8 CV,Manuelle,73000.0
329,200 000 - 249 999,2004,Peugeot,307,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,58000.0
330,160 000 - 169 999,2014,Fiat,Panda,5,,,Essence,6 CV,Manuelle,60000.0
331,75 000 - 79 999,2018,Dacia,Duster,,WW au Maroc,Oui,Diesel,--,Manuelle,
332,85 000 - 89 999,2006,Chevrolet,Spark,5,WW au Maroc,Non,Essence,5 CV,Manuelle,35000.0
333,250 000 - 299 999,1991,Volkswagen,GOLF 2,,Dédouanée,,Diesel,6 CV,Manuelle,38000.0
334,100 000 - 109 999,2018,Hyundai,Tucson,,WW au Maroc,Oui,Diesel,--,Automatique,
335,85 000 - 89 999,2018,Renault,Clio,,,,Diesel,6 CV,--,113000.0
336,170 000 - 179 999,2008,Ford,Fiesta,5,,,Diesel,6 CV,Manuelle,66000.0
337,30 000 - 34 999,1997,Fiat,Uno,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,22000.0
338,110 000 - 119 999,2013,Fiat,Doblo,,WW au Maroc,Oui,Diesel,6 CV,Manuelle,87000.0
339,180 000 - 189 999,2007,Peugeot,Partner,3,Dédouanée,Non,Diesel,7 CV,Manuelle,52000.0
340,0 - 4 999,1985,Mercedes-Benz,250,5,,Non,Diesel,9 CV,Manuelle,28000.0
341,160 000 - 169 999,2007,Ford,Focus,5,Dédouanée,Non,Diesel,6 CV,Manuelle,80000.0
342,190 000 - 199 999,2016,Citroen,C-Elysée,5,WW au Maroc,Non,Essence,7 CV,Manuelle,67000.0
343,150 000 - 159 999,2011,Opel,Astra,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,100000.0
344,0 - 4 999,2008,Mercedes-Benz,Classe C,5,Dédouanée,Non,Diesel,8 CV,Automatique,158000.0
345,450 000 - 499 999,1992,Peugeot,405,5,Dédouanée,Non,Diesel,7 CV,Manuelle,35000.0
346,95 000 - 99 999,2017,Audi,A3,,Dédouanée,Oui,Diesel,--,Automatique,
347,190 000 - 199 999,2008,Hyundai,Accent,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
348,130 000 - 139 999,2015,Citroen,Nemo,,,,Diesel,6 CV,--,
349,130 000 - 139 999,2009,Volkswagen,Passat,,,,Diesel,8 CV,--,
350,75 000 - 79 999,2018,Dacia,Duster,,WW au Maroc,Oui,Diesel,--,Manuelle,
351,85 000 - 89 999,2006,Chevrolet,Spark,5,WW au Maroc,Non,Essence,5 CV,Manuelle,35000.0
352,250 000 - 299 999,1991,Volkswagen,GOLF 2,,Dédouanée,,Diesel,6 CV,Manuelle,38000.0
353,100 000 - 109 999,2018,Hyundai,Tucson,,WW au Maroc,Oui,Diesel,--,Automatique,
354,85 000 - 89 999,2018,Renault,Clio,,,,Diesel,6 CV,--,113000.0
355,170 000 - 179 999,2008,Ford,Fiesta,5,,,Diesel,6 CV,Manuelle,66000.0
356,30 000 - 34 999,1997,Fiat,Uno,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,22000.0
357,110 000 - 119 999,2013,Fiat,Doblo,,WW au Maroc,Oui,Diesel,6 CV,Manuelle,87000.0
358,180 000 - 189 999,2007,Peugeot,Partner,3,Dédouanée,Non,Diesel,7 CV,Manuelle,52000.0
359,0 - 4 999,1985,Mercedes-Benz,250,5,,Non,Diesel,9 CV,Manuelle,28000.0
360,160 000 - 169 999,2007,Ford,Focus,5,Dédouanée,Non,Diesel,6 CV,Manuelle,80000.0
361,190 000 - 199 999,2016,Citroen,C-Elysée,5,WW au Maroc,Non,Essence,7 CV,Manuelle,67000.0
362,150 000 - 159 999,2011,Opel,Astra,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,100000.0
363,0 - 4 999,2008,Mercedes-Benz,Classe C,5,Dédouanée,Non,Diesel,8 CV,Automatique,158000.0
364,450 000 - 499 999,1992,Peugeot,405,5,Dédouanée,Non,Diesel,7 CV,Manuelle,35000.0
365,95 000 - 99 999,2017,Audi,A3,,Dédouanée,Oui,Diesel,--,Automatique,
366,190 000 - 199 999,2008,Hyundai,Accent,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
367,130 000 - 139 999,2015,Citroen,Nemo,,,,Diesel,6 CV,--,
368,130 000 - 139 999,2009,Volkswagen,Passat,,,,Diesel,8 CV,--,
369,40 000 - 44 999,2019,Citroen,C-Elysée,5,,Oui,Diesel,6 CV,Manuelle,110000.0
370,Plus de 500 000,1998,Volkswagen,LUPO,,,Non,Essence,9 CV,--,23000.0
371,40 000 - 44 999,2005,Fiat,TIPO,5,,Non,Essence,4 CV,Manuelle,
372,140 000 - 149 999,2014,BMW,Serie 1,,,,Diesel,6 CV,--,185000.0
373,50 000 - 54 999,2017,Ford,Focus,5,,,Diesel,6 CV,Manuelle,143000.0
374,0 - 4 999,2010,Citroen,Berlingo,,,,Diesel,--,--,
375,200 000 - 249 999,2007,Renault,Megane,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,75000.0
376,75 000 - 79 999,2018,Renault,Clio,,,,Diesel,--,Automatique,
377,250 000 - 299 999,2004,Peugeot,206,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,44000.0
378,200 000 - 249 999,2007,Seat,Leon,,,,Diesel,--,--,71000.0
379,60 000 - 64 999,2016,Peugeot,208,5,WW au Maroc,Non,Essence,6 CV,Manuelle,85000.0
380,250 000 - 299 999,2009,Renault,Kangoo,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,
381,65 000 - 69 999,2017,Dacia,Dokker,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,100000.0
382,350 000 - 399 999,1993,Renault,19,5,Dédouanée,Non,Diesel,7 CV,Manuelle,
383,85 000 - 89 999,2017,Dacia,Logan,5,WW au Maroc,Oui,Essence,7 CV,Manuelle,79000.0
384,200 000 - 249 999,2005,Peugeot,307,,,,Diesel,--,--,48000.0
385,95 000 - 99 999,1987,Peugeot,309,,,,Diesel,--,--,30000.0
386,170 000 - 179 999,2013,Volkswagen,Touran,5,Importée neuve,Non,Diesel,8 CV,Manuelle,150000.0
387,150 000 - 159 999,2015,BMW,X4,5,,,Diesel,8 CV,Automatique,295000.0
388,55 000 - 59 999,2018,Renault,Megane,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,190000.0
389,20 000 - 24 999,2000,Renault,Laguna,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,55000.0
390,60 000 - 64 999,2016,Dacia,Logan,,,,Diesel,6 CV,--,89000.0
391,50 000 - 54 999,2018,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,115000.0
392,110 000 - 119 999,2008,Renault,Clio,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,55000.0
393,200 000 - 249 999,1993,Volkswagen,GOLF 3,5,Dédouanée,Non,Diesel,8 CV,Manuelle,35000.0
394,250 000 - 299 999,1987,Mercedes-Benz,250,,Dédouanée,,Diesel,--,--,
395,120 000 - 129 999,2012,Mercedes-Benz,Classe B,5,WW au Maroc,,Diesel,8 CV,Automatique,115000.0
396,110 000 - 119 999,2013,Hyundai,i 10,5,WW au Maroc,Non,Essence,6 CV,Manuelle,58000.0
397,350 000 - 399 999,2002,Peugeot,307,,,,Diesel,6 CV,--,56000.0
398,200 000 - 249 999,2012,Dacia,Duster,,,,Diesel,7 CV,--,102000.0
399,200 000 - 249 999,2001,BMW,Serie 5,5,Dédouanée,,Diesel,12 CV,Automatique,39000.0
400,100 000 - 109 999,2016,Dacia,Dokker,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,110000.0
401,110 000 - 119 999,2017,Dacia,Dokker,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,128000.0
402,25 000 - 29 999,2009,Kia,Picanto,,,,Essence,--,--,48000.0
403,100 000 - 109 999,2017,Land Rover,Range Rover Evoque,5,WW au Maroc,Non,Diesel,8 CV,Automatique,275000.0
404,0 - 4 999,2020,Volkswagen,Tiguan,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,345000.0
405,30 000 - 34 999,2007,Dacia,Logan,5,Pas encore dédouanée,Non,Diesel,7 CV,Manuelle,50000.0
406,180 000 - 189 999,2011,Mercedes-Benz,220,5,Dédouanée,,Diesel,--,Automatique,185000.0
407,170 000 - 179 999,1999,Peugeot,406,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,40000.0
408,45 000 - 49 999,2005,Kia,Picanto,,WW au Maroc,Non,Essence,6 CV,Manuelle,48000.0
409,190 000 - 199 999,2007,Volkswagen,Touran,5,Dédouanée,Non,Diesel,8 CV,Manuelle,105000.0
410,200 000 - 249 999,2009,Volkswagen,PASSAT CC,5,Dédouanée,Non,Diesel,8 CV,Automatique,128000.0
411,5 000 - 9 999,2018,Autres,Autres,,,,Essence,--,--,
412,200 000 - 249 999,2001,Renault,Megane,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,49000.0
413,0 - 4 999,1995,Renault,19,5,Dédouanée,Non,Diesel,7 CV,Manuelle,
414,400 000 - 449 999,2003,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,66000.0
415,100 000 - 109 999,2018,Volkswagen,Arteon,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,305000.0
416,50 000 - 54 999,2018,Toyota,Yaris,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,108000.0
417,70 000 - 74 999,2018,Renault,Megane,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,163000.0
418,65 000 - 69 999,2018,Dacia,Dokker,3,WW au Maroc,Oui,Diesel,6 CV,Manuelle,109000.0
419,85 000 - 89 999,2017,Dacia,Dokker,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,107500.0
420,400 000 - 449 999,2003,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,66000.0
421,100 000 - 109 999,2018,Volkswagen,Arteon,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,305000.0
422,50 000 - 54 999,2018,Toyota,Yaris,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,108000.0
423,70 000 - 74 999,2018,Renault,Megane,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,163000.0
424,65 000 - 69 999,2018,Dacia,Dokker,3,WW au Maroc,Oui,Diesel,6 CV,Manuelle,109000.0
425,85 000 - 89 999,2017,Dacia,Dokker,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,107500.0
426,80 000 - 84 999,2017,Dacia,Duster,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,135000.0
427,60 000 - 64 999,2019,Renault,Clio,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,124000.0
428,200 000 - 249 999,2012,Suzuki,Swift,5,Dédouanée,Non,Diesel,5 CV,Manuelle,68000.0
429,0 - 4 999,2009,Dacia,Logan,5,WW au Maroc,Non,Essence,8 CV,Manuelle,52000.0
430,140 000 - 149 999,2012,Mercedes-Benz,Classe A,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,85000.0
431,140 000 - 149 999,2008,Hyundai,Tucson,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,78000.0
432,200 000 - 249 999,2009,Volkswagen,Touran,5,Dédouanée,Non,Diesel,8 CV,Automatique,115000.0
433,120 000 - 129 999,2011,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,83000.0
434,170 000 - 179 999,2014,Ford,Focus,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,125000.0
435,0 - 4 999,2009,Dacia,Logan,5,WW au Maroc,,Essence,8 CV,Manuelle,43000.0
436,0 - 4 999,2007,Chevrolet,Optra,,,,Essence,--,--,
437,180 000 - 189 999,2010,Renault,Megane 3,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,90000.0
438,0 - 4 999,2015,Citroen,Berlingo,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,130000.0
439,25 000 - 29 999,2010,Volkswagen,Tiguan,5,Dédouanée,Non,Diesel,8 CV,Manuelle,180000.0
440,100 000 - 109 999,2017,Volkswagen,Touareg,,,,Diesel,12 CV,Automatique,
441,120 000 - 129 999,2015,Nissan,Qashqai,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,157000.0
442,10 000 - 14 999,1994,Peugeot,306,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,28000.0
443,70 000 - 74 999,2017,Renault,Clio,5,WW au Maroc,Non,Diesel,6 CV,Automatique,118000.0
444,170 000 - 179 999,2009,BMW,Serie 7,,,,Diesel,11 CV,--,
445,200 000 - 249 999,2005,Toyota,Avensis,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,66000.0
446,90 000 - 94 999,2009,Suzuki,Celerio,5,WW au Maroc,Non,Essence,6 CV,--,49000.0
447,65 000 - 69 999,2017,Renault,Clio,,,,Diesel,--,--,
448,200 000 - 249 999,2006,Citroen,C4,5,WW au Maroc,,Diesel,6 CV,Manuelle,55000.0
449,90 000 - 94 999,2018,Renault,Kangoo,,,,Diesel,6 CV,--,134000.0
450,190 000 - 199 999,1992,Honda,Civic,,,,Essence,9 CV,--,23000.0
451,300 000 - 349 999,2003,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,69000.0
452,65 000 - 69 999,2013,Volkswagen,Caddy,5,WW au Maroc,Oui,Diesel,--,Manuelle,125000.0
453,100 000 - 109 999,2016,Renault,Clio,,,,Diesel,6 CV,--,109000.0
454,150 000 - 159 999,2017,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,103000.0
455,190 000 - 199 999,1992,Honda,Civic,,,,Essence,9 CV,--,23000.0
456,300 000 - 349 999,2003,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,69000.0
457,65 000 - 69 999,2013,Volkswagen,Caddy,5,WW au Maroc,Oui,Diesel,--,Manuelle,125000.0
458,100 000 - 109 999,2016,Renault,Clio,,,,Diesel,6 CV,--,109000.0
459,150 000 - 159 999,2017,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,103000.0
460,40 000 - 44 999,2020,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,122000.0
461,5 000 - 9 999,1992,Honda,Civic,5,WW au Maroc,Non,Essence,9 CV,Manuelle,19000.0
462,170 000 - 179 999,2008,Dacia,Logan,,,,Essence,8 CV,--,47000.0
463,180 000 - 189 999,2008,Hyundai,Accent,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,55000.0
464,0 - 4 999,2015,Dacia,Sandero,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,69000.0
465,65 000 - 69 999,2016,Porsche,Cayman,3,WW au Maroc,Non,Essence,17 CV,Automatique,
466,140 000 - 149 999,2013,Peugeot,206+,,,,Essence,6 CV,--,67000.0
467,0 - 4 999,1992,Mercedes-Benz,190,5,Dédouanée,,Diesel,10 CV,Manuelle,55000.0
468,140 000 - 149 999,2017,Volkswagen,Touareg,5,WW au Maroc,Non,Diesel,12 CV,Automatique,278000.0
469,150 000 - 159 999,2007,Volkswagen,Touareg,5,WW au Maroc,Non,Essence,16 CV,Automatique,
470,200 000 - 249 999,2007,Opel,Astra,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,65000.0
471,20 000 - 24 999,2007,Peugeot,206,5,WW au Maroc,Non,Essence,6 CV,Manuelle,49000.0
472,40 000 - 44 999,2019,Audi,A6,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
473,180 000 - 189 999,2003,Fiat,Palio,,Importée neuve,Oui,Diesel,7 CV,Manuelle,45000.0
474,100 000 - 109 999,2016,Volvo,V40,,WW au Maroc,Oui,Diesel,8 CV,Automatique,164000.0
475,80 000 - 84 999,2017,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,159000.0
476,90 000 - 94 999,2015,Volkswagen,GOLF 7,5,WW au Maroc,Non,Diesel,8 CV,Automatique,168000.0
477,70 000 - 74 999,2017,Renault,Clio,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,130000.0
478,70 000 - 74 999,2018,Citroen,Berlingo,5,WW au Maroc,Non,Diesel,6 CV,--,119000.0
479,90 000 - 94 999,2016,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,93000.0
480,140 000 - 149 999,2006,Ford,Focus,,,,Diesel,7 CV,Manuelle,
481,80 000 - 84 999,2015,Fiat,500,3,WW au Maroc,Oui,Diesel,5 CV,Manuelle,90000.0
482,180 000 - 189 999,2008,Hyundai,Accent,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,55000.0
483,190 000 - 199 999,2010,Volkswagen,GOLF 6,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,135000.0
484,55 000 - 59 999,2019,Land Rover,Range Rover Sport,,,Oui,Diesel,12 CV,Automatique,
485,15 000 - 19 999,2010,Renault,Kangoo,5,,,Diesel,--,--,
486,160 000 - 169 999,2012,Peugeot,206+,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,72000.0
487,20 000 - 24 999,2020,Ford,Kuga,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,
488,300 000 - 349 999,1995,Renault,19,5,Dédouanée,Non,Diesel,7 CV,Manuelle,48000.0
489,100 000 - 109 999,2018,Renault,Clio,,,,Diesel,6 CV,--,120000.0
490,90 000 - 94 999,2016,Land Rover,Range Rover,,,,Diesel,8 CV,--,245000.0
491,200 000 - 249 999,2001,Chrysler,PT Cruiser,5,WW au Maroc,Non,Essence,11 CV,Manuelle,
492,35 000 - 39 999,2005,Peugeot,607,5,WW au Maroc,Non,Essence,17 CV,Automatique,18000.0
493,190 000 - 199 999,2014,Renault,Captur,5,WW au Maroc,,Diesel,7 CV,Manuelle,111000.0
494,0 - 4 999,2002,Fiat,Siena,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,35000.0
495,130 000 - 139 999,2016,Opel,Astra,,,,Diesel,6 CV,--,153000.0
496,200 000 - 249 999,1996,Opel,Corsa,3,Dédouanée,Non,Essence,6 CV,Manuelle,33000.0
497,10 000 - 14 999,2009,Honda,Civic,5,WW au Maroc,Non,Essence,9 CV,Automatique,75000.0
498,120 000 - 129 999,2014,Mercedes-Benz,Classe A,5,Importée neuve,Oui,Diesel,9 CV,Automatique,
499,0 - 4 999,2020,Dacia,Dokker,3,WW au Maroc,Non,Diesel,6 CV,Manuelle,155000.0
500,45 000 - 49 999,2018,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,144000.0
501,120 000 - 129 999,2013,Ford,Focus,,,,Diesel,6 CV,--,110000.0
502,20 000 - 24 999,2014,Dacia,Dokker,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,105000.0
503,35 000 - 39 999,2008,Ferrari,F430,3,Importée neuve,Oui,Essence,26 CV,Automatique,
504,100 000 - 109 999,2017,Peugeot,3008,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
505,190 000 - 199 999,2005,Toyota,Corolla,5,,Non,Diesel,8 CV,Manuelle,62000.0
506,0 - 4 999,1992,Renault,19,5,Dédouanée,,Essence,--,Manuelle,35000.0
507,140 000 - 149 999,2008,Chevrolet,Spark,5,WW au Maroc,Non,Essence,4 CV,Manuelle,34000.0
508,0 - 4 999,2016,Skoda,Yeti,5,,,Diesel,--,Manuelle,142000.0
509,15 000 - 19 999,1991,Mercedes-Benz,190,,,,Diesel,--,--,
510,40 000 - 44 999,2017,Volvo,V40,5,,Oui,Diesel,8 CV,Manuelle,200000.0
511,60 000 - 64 999,2013,Peugeot,206+,5,WW au Maroc,Non,Essence,6 CV,Manuelle,62000.0
512,170 000 - 179 999,2014,Dacia,Logan,5,,,Diesel,--,--,72000.0
513,60 000 - 64 999,2013,Peugeot,206+,5,WW au Maroc,Non,Essence,6 CV,Manuelle,62000.0
514,85 000 - 89 999,2015,Renault,Megane 3,5,WW au Maroc,,Diesel,6 CV,Manuelle,123000.0
